,Export(MW)
2019-11-22 22,16574.73916666667
2019-11-22 23,16013.06166666667
2019-11-23 00,15590.446666666663
2019-11-23 01,15794.16416666667
2019-11-23 02,15348.90916666667
2019-11-23 03,15818.415833333338
2019-11-23 04,13265.545833333332
2019-11-23 05,17076.749166666665
2019-11-23 06,18325.34
2019-11-23 07,18415.875833333335
2019-11-23 08,18228.513333333332
2019-11-23 09,18714.920833333334
2019-11-23 10,17926.912499999995
2019-11-23 11,18157.908333333336
2019-11-23 12,18215.469166666666
2019-11-23 13,18797.746666666666
2019-11-23 14,18272.490833333333
2019-11-23 15,18185.905833333334
2019-11-23 16,19661.629166666666
2019-11-23 17,21735.275833333333
2019-11-23 18,21949.561666666665
2019-11-23 19,21016.06166666667
2019-11-23 20,21160.135833333337
2019-11-23 21,20972.2975
2019-11-23 22,19472.105
2019-11-23 23,18563.44583333333
2019-11-24 00,18017.957500000004
2019-11-24 01,17802.288333333334
2019-11-24 02,17601.844166666666
2019-11-24 03,17347.2525
2019-11-24 04,17606.962499999998
2019-11-24 05,18399.216666666667
2019-11-24 06,18673.535000000003
2019-11-24 07,17817.138333333332
2019-11-24 08,18054.213333333333
2019-11-24 09,18203.173333333336
2019-11-24 10,18977.733333333334
2019-11-24 11,18798.721666666665
2019-11-24 12,18936.266666666666
2019-11-24 13,19026.115
2019-11-24 14,19374.019166666665
2019-11-24 15,18954.135833333334
2019-11-24 16,19554.8625
2019-11-24 17,21481.77
2019-11-24 18,20748.814166666667
2019-11-24 19,20499.264166666668
2019-11-24 20,19787.632499999996
2019-11-24 21,18813.750000000004
2019-11-24 22,17861.950833333336
2019-11-24 23,17008.12
2019-11-25 00,16347.635000000002
2019-11-25 01,16274.025833333335
2019-11-25 02,15565.755000000003
2019-11-25 03,16346.235
2019-11-25 04,16918.142499999998
2019-11-25 05,17976.819166666668
2019-11-25 06,20599.591666666667
2019-11-25 07,20159.345000000005
2019-11-25 08,20747.829999999998
2019-11-25 09,22662.837500000005
2019-11-25 10,23251.220833333336
2019-11-25 11,22722.905833333334
2019-11-25 12,21843.768333333333
2019-11-25 13,21063.6025
2019-11-25 14,20160.169166666663
2019-11-25 15,20840.523333333338
2019-11-25 16,21405.368333333336
2019-11-25 17,22954.089999999997
2019-11-25 18,22163.693333333333
2019-11-25 19,21689.44916666667
2019-11-25 20,20967.095000000005
2019-11-25 21,20394.953333333335
2019-11-25 22,17568.31
2019-11-25 23,16539.86333333333
2019-11-26 00,15540.771666666667
2019-11-26 01,15568.034166666666
2019-11-26 02,15607.525833333333
2019-11-26 03,15837.310833333331
2019-11-26 04,16084.380000000003
2019-11-26 05,17654.999166666665
2019-11-26 06,19177.74916666667
2019-11-26 07,19023.315833333334
2019-11-26 08,20086.0125
2019-11-26 09,19473.740833333333
2019-11-26 10,19249.17
2019-11-26 11,19661.321666666667
2019-11-26 12,19147.52666666667
2019-11-26 13,19168.249166666665
2019-11-26 14,20740.889166666664
2019-11-26 15,21167.944166666668
2019-11-26 16,20646.844166666666
2019-11-26 17,21516.936666666665
2019-11-26 18,21676.493333333336
2019-11-26 19,21653.121666666666
2019-11-26 20,20958.65416666667
2019-11-26 21,20560.989166666666
2019-11-26 22,18644.993333333336
2019-11-26 23,16901.096666666665
2019-11-27 00,16492.602500000005
2019-11-27 01,15995.995
2019-11-27 02,15540.673333333332
2019-11-27 03,15023.433333333329
2019-11-27 04,15443.065833333336
2019-11-27 05,17247.01583333333
2019-11-27 06,20257.038333333334
2019-11-27 07,21936.274166666666
2019-11-27 08,21179.0975
2019-11-27 09,21057.295833333334
2019-11-27 10,20889.845833333336
2019-11-27 11,19849.00333333333
2019-11-27 12,20516.0475
2019-11-27 13,21056.69
2019-11-27 14,19759.233333333334
2019-11-27 15,19869.954166666663
2019-11-27 16,20752.96833333333
2019-11-27 17,21454.145
2019-11-27 18,21694.751666666667
2019-11-27 19,21369.079166666666
2019-11-27 20,21184.3825
2019-11-27 21,20290.820833333335
2019-11-27 22,17323.0125
2019-11-27 23,17318.65
2019-11-28 00,16327.63083333333
2019-11-28 01,17176.06
2019-11-28 02,17121.80833333333
2019-11-28 03,17162.041666666668
2019-11-28 04,17362.909166666668
2019-11-28 05,18209.869166666667
2019-11-28 06,19566.81083333334
2019-11-28 07,19604.620833333338
2019-11-28 08,16744.365
2019-11-28 09,18538.784166666668
2019-11-28 10,19053.785
2019-11-28 11,19665.356666666667
2019-11-28 12,20945.60083333333
2019-11-28 13,20688.210000000003
2019-11-28 14,20038.515000000003
2019-11-28 15,19874.548333333336
2019-11-28 16,21007.863333333335
2019-11-28 17,21522.142499999998
2019-11-28 18,21205.09833333333
2019-11-28 19,21210.368333333332
2019-11-28 20,20758.76083333333
2019-11-28 21,19441.01916666667
2019-11-28 22,17700.846666666668
2019-11-28 23,18097.3625
2019-11-29 00,17978.05833333333
2019-11-29 01,17768.91166666667
2019-11-29 02,17085.051666666666
2019-11-29 03,16574.966666666664
2019-11-29 04,17028.4325
2019-11-29 05,18227.940833333334
2019-11-29 06,20333.743333333336
2019-11-29 07,21072.382500000003
2019-11-29 08,21861.7375
2019-11-29 09,21842.34
2019-11-29 10,20815.888333333332
2019-11-29 11,20643.082500000004
2019-11-29 12,20860.468333333334
2019-11-29 13,20732.115
2019-11-29 14,20155.395
2019-11-29 15,21424.7125
2019-11-29 16,21008.724166666667
2019-11-29 17,21037.575
2019-11-29 18,20938.132500000003
2019-11-29 19,20769.91833333333
2019-11-29 20,20654.699166666665
2019-11-29 21,19894.297499999997
2019-11-29 22,19046.316666666662
2019-11-29 23,18448.100000000002
2019-11-30 00,18248.53583333333
2019-11-30 01,18360.014166666664
2019-11-30 02,18941.105
2019-11-30 03,19077.88
2019-11-30 04,19542.178333333333
2019-11-30 05,20341.0025
2019-11-30 06,20537.28333333333
2019-11-30 07,21485.224999999995
2019-11-30 08,21822.4575
2019-11-30 09,21633.4925
2019-11-30 10,20364.1925
2019-11-30 11,21107.2575
2019-11-30 12,21564.820000000003
2019-11-30 13,21724.1225
2019-11-30 14,20808.304166666665
2019-11-30 15,20969.834166666664
2019-11-30 16,20984.4875
2019-11-30 17,21294.614166666663
2019-11-30 18,20984.876666666667
2019-11-30 19,21366.308333333338
2019-11-30 20,20712.845833333333
2019-11-30 21,19559.637499999997
2019-11-30 22,18858.65666666667
2019-11-30 23,18319.5525
2019-12-01 00,17548.625
2019-12-01 01,17804.825
2019-12-01 02,18041.025833333333
2019-12-01 03,18033.345833333333
2019-12-01 04,18599.721666666665
2019-12-01 05,19244.594166666666
2019-12-01 06,19523.601666666666
2019-12-01 07,19343.890833333335
2019-12-01 08,19450.225833333334
2019-12-01 09,19546.103333333333
2019-12-01 10,19529.940833333338
2019-12-01 11,20600.128333333338
2019-12-01 12,19770.400833333333
2019-12-01 13,19893.505
2019-12-01 14,19246.117499999997
2019-12-01 15,20253.259166666667
2019-12-01 16,21210.960833333334
2019-12-01 17,21753.054999999997
2019-12-01 18,21711.670000000002
2019-12-01 19,21674.364166666666
2019-12-01 20,20903.314166666663
2019-12-01 21,19620.088333333333
2019-12-01 22,18786.4025
2019-12-01 23,16980.708333333336
2019-12-02 00,17482.66916666667
2019-12-02 01,16956.885
2019-12-02 02,17199.424166666668
2019-12-02 03,17288.040833333336
2019-12-02 04,18055.6825
2019-12-02 05,20143.239166666666
2019-12-02 06,19994.518333333333
2019-12-02 07,19529.609166666665
2019-12-02 08,19882.783333333336
2019-12-02 09,19156.8875
2019-12-02 10,19092.432500000003
2019-12-02 11,18929.930833333336
2019-12-02 12,19055.666666666668
2019-12-02 13,19189.868333333336
2019-12-02 14,18928.235
2019-12-02 15,19502.08666666667
2019-12-02 16,19723.397500000003
2019-12-02 17,20199.843333333334
2019-12-02 18,20864.1825
2019-12-02 19,20189.61666666667
2019-12-02 20,20338.88166666667
2019-12-02 21,19957.958333333332
2019-12-02 22,19016.491666666665
2019-12-02 23,17681.489166666666
2019-12-03 00,14962.765833333331
2019-12-03 01,16074.741666666669
2019-12-03 02,16095.841666666667
2019-12-03 03,16340.098333333333
2019-12-03 04,16578.829166666666
2019-12-03 05,17756.606666666667
2019-12-03 06,20169.14083333333
2019-12-03 07,20684.315833333334
2019-12-03 08,20154.19
2019-12-03 09,19221.120000000003
2019-12-03 10,18770.909166666665
2019-12-03 11,19108.2875
2019-12-03 12,18920.240833333333
2019-12-03 13,19422.774999999998
2019-12-03 14,20293.93333333333
2019-12-03 15,20744.655
2019-12-03 16,21452.856666666667
2019-12-03 17,22099.889166666664
2019-12-03 18,21764.078333333335
2019-12-03 19,21735.7225
2019-12-03 20,15770.311666666666
2019-12-03 21,20202.644166666665
2019-12-03 22,18178.130833333333
2019-12-03 23,17173.525833333333
2019-12-04 00,16936.80083333333
2019-12-04 01,16998.308333333334
2019-12-04 02,16857.265
2019-12-04 03,16392.08916666667
2019-12-04 04,16975.678333333333
2019-12-04 05,18695.106666666663
2019-12-04 06,20794.355
2019-12-04 07,20830.920000000002
2019-12-04 08,21135.694166666664
2019-12-04 09,19435.299166666668
2019-12-04 10,19814.04333333333
2019-12-04 11,18874.425
2019-12-04 12,18923.056666666667
2019-12-04 13,19473.125000000004
2019-12-04 14,12841.4675
2019-12-04 15,19801.469166666666
2019-12-04 16,20949.021666666664
2019-12-04 17,22134.174166666664
2019-12-04 18,21548.615833333333
2019-12-04 19,21321.859999999997
2019-12-04 20,21260.445833333335
2019-12-04 21,19846.287500000002
2019-12-04 22,17528.33
2019-12-04 23,17240.543333333335
2019-12-05 00,15085.460000000001
2019-12-05 01,14792.805
2019-12-05 02,14216.188333333332
2019-12-05 03,13711.764166666666
2019-12-05 04,14714.43166666667
2019-12-05 05,15871.026666666665
2019-12-05 06,18869.258333333335
2019-12-05 07,18984.326666666664
2019-12-05 08,19231.13916666667
2019-12-05 09,18983.716666666664
2019-12-05 10,17582.62166666667
2019-12-05 11,17955.733333333334
2019-12-05 12,17355.61083333333
2019-12-05 13,17079.385
2019-12-05 14,18382.390833333335
2019-12-05 15,19040.575833333332
2019-12-05 16,19370.08916666667
2019-12-05 17,20758.0025
2019-12-05 18,20427.31666666667
2019-12-05 19,19884.135
2019-12-05 20,18624.378333333338
2019-12-05 21,17375.226666666666
2019-12-05 22,16337.241666666669
2019-12-05 23,15358.4225
2019-12-06 00,15355.034999999998
2019-12-06 01,14984.949999999997
2019-12-06 02,14863.684166666664
2019-12-06 03,15145.934999999998
2019-12-06 04,15792.431666666665
2019-12-06 05,17668.797500000004
2019-12-06 06,17288.617499999997
2019-12-06 07,17824.60166666667
2019-12-06 08,17386.719166666666
2019-12-06 09,16499.054166666665
2019-12-06 10,16734.663333333334
2019-12-06 11,16089.545
2019-12-06 12,15950.545
2019-12-06 13,15919.305833333332
2019-12-06 14,16458.9475
2019-12-06 15,17734.461666666666
2019-12-06 16,18037.854166666668
2019-12-06 17,18553.718333333334
2019-12-06 18,17803.827500000003
2019-12-06 19,17194.65083333333
2019-12-06 20,16678.49333333333
2019-12-06 21,15745.095833333331
2019-12-06 22,16094.0025
2019-12-06 23,16294.104999999998
2019-12-07 00,14549.900833333333
2019-12-07 01,14638.135
2019-12-07 02,14828.32
2019-12-07 03,14512.101666666664
2019-12-07 04,14805.455000000002
2019-12-07 05,16540.69916666667
2019-12-07 06,17670.061666666665
2019-12-07 07,17151.661666666667
2019-12-07 08,18145.996666666666
2019-12-07 09,18370.958333333332
2019-12-07 10,16529.76416666667
2019-12-07 11,16095.129999999997
2019-12-07 12,16294.715833333334
2019-12-07 13,16559.539166666666
2019-12-07 14,16969.450833333332
2019-12-07 15,17521.826666666664
2019-12-07 16,17887.5425
2019-12-07 17,18589.4075
2019-12-07 18,18148.589166666665
2019-12-07 19,18473.551666666666
2019-12-07 20,17565.030833333334
2019-12-07 21,16616.985
2019-12-07 22,16251.155000000004
2019-12-07 23,14925.65333333333
2019-12-08 00,15895.865833333331
2019-12-08 01,15404.328333333333
2019-12-08 02,15525.995833333332
2019-12-08 03,15750.669166666667
2019-12-08 04,15768.990833333335
2019-12-08 05,15755.394166666665
2019-12-08 06,15326.379166666666
2019-12-08 07,16172.713333333333
2019-12-08 08,17399.969999999998
2019-12-08 09,17551.602499999997
2019-12-08 10,17995.4875
2019-12-08 11,17466.6825
2019-12-08 12,17411.971666666665
2019-12-08 13,16916.399166666666
2019-12-08 14,17590.209999999995
2019-12-08 15,18466.35
2019-12-08 16,19071.6775
2019-12-08 17,19910.72666666667
2019-12-08 18,19716.20333333333
2019-12-08 19,19263.845833333336
2019-12-08 20,18590.675833333335
2019-12-08 21,17350.85666666667
2019-12-08 22,15754.949999999999
2019-12-08 23,15149.751666666665
2019-12-09 00,14858.18
2019-12-09 01,14490.157500000001
2019-12-09 02,15014.159166666665
2019-12-09 03,15047.735833333334
2019-12-09 04,15859.11
2019-12-09 05,17890.10583333333
2019-12-09 06,20608.155000000002
2019-12-09 07,20496.148333333334
2019-12-09 08,19068.999999999996
2019-12-09 09,18096.33416666667
2019-12-09 10,17136.16916666667
2019-12-09 11,17660.645
2019-12-09 12,17737.48833333334
2019-12-09 13,18491.8875
2019-12-09 14,18613.019166666665
2019-12-09 15,20189.614166666663
2019-12-09 16,21498.016666666666
2019-12-09 17,22058.635833333337
2019-12-09 18,22920.64333333333
2019-12-09 19,23311.345833333336
2019-12-09 20,22346.643333333337
2019-12-09 21,20504.3625
2019-12-09 22,18306.5925
2019-12-09 23,15720.970833333335
2019-12-10 00,15525.853333333334
2019-12-10 01,15703.640833333333
2019-12-10 02,14896.094166666668
2019-12-10 03,14734.358333333335
2019-12-10 04,15695.400833333333
2019-12-10 05,17773.35166666667
2019-12-10 06,19567.43416666667
2019-12-10 07,20127.479166666668
2019-12-10 08,19935.588333333333
2019-12-10 09,18222.778333333335
2019-12-10 10,17547.200833333336
2019-12-10 11,18231.79333333333
2019-12-10 12,18077.472500000003
2019-12-10 13,18006.435833333337
2019-12-10 14,18441.735
2019-12-10 15,20245.200833333332
2019-12-10 16,20443.830833333333
2019-12-10 17,21399.493333333332
2019-12-10 18,21648.95333333333
2019-12-10 19,21386.573333333334
2019-12-10 20,20923.0425
2019-12-10 21,19355.05
2019-12-10 22,18447.526666666665
2019-12-10 23,17040.505
2019-12-11 00,15554.799166666666
2019-12-11 01,14783.957499999999
2019-12-11 02,14759.566666666666
2019-12-11 03,14684.025000000001
2019-12-11 04,15397.874166666666
2019-12-11 05,17692.67666666667
2019-12-11 06,19044.989999999998
2019-12-11 07,19240.141666666666
2019-12-11 08,18185.04333333333
2019-12-11 09,17183.175
2019-12-11 10,17281.564166666667
2019-12-11 11,17277.212499999998
2019-12-11 12,17874.304166666665
2019-12-11 13,18456.185833333333
2019-12-11 14,18994.155
2019-12-11 15,20656.052499999998
2019-12-11 16,21200.882499999996
2019-12-11 17,21242.966666666664
2019-12-11 18,20867.967500000002
2019-12-11 19,20697.914166666666
2019-12-11 20,19861.105833333335
2019-12-11 21,18249.1275
2019-12-11 22,17500.84833333333
2019-12-11 23,15360.645000000002
2019-12-12 00,15846.510000000002
2019-12-12 01,15864.165
2019-12-12 02,15453.965833333334
2019-12-12 03,15390.592499999999
2019-12-12 04,16125.358333333332
2019-12-12 05,18270.533333333333
2019-12-12 06,18923.983333333334
2019-12-12 07,18867.256666666664
2019-12-12 08,18454.514166666664
2019-12-12 09,16251.474999999999
2019-12-12 10,16352.886666666665
2019-12-12 11,16520.628333333334
2019-12-12 12,15727.865
2019-12-12 13,15531.264166666666
2019-12-12 14,16533.8225
2019-12-12 15,17135.13
2019-12-12 16,18510.718333333338
2019-12-12 17,19783.243333333332
2019-12-12 18,19656.179166666665
2019-12-12 19,19623.7225
2019-12-12 20,18994.373333333333
2019-12-12 21,17690.4725
2019-12-12 22,17050.89916666667
2019-12-12 23,16683.937500000004
2019-12-13 00,17054.78
2019-12-13 01,16755.286666666663
2019-12-13 02,16088.989166666666
2019-12-13 03,15745.291666666666
2019-12-13 04,16916.07833333333
2019-12-13 05,17856.13
2019-12-13 06,19302.476666666666
2019-12-13 07,19702.504999999997
2019-12-13 08,19225.415
2019-12-13 09,18891.277499999993
2019-12-13 10,17614.976666666666
2019-12-13 11,17670.286666666667
2019-12-13 12,16952.9525
2019-12-13 13,16854.69
2019-12-13 14,16333.686666666666
2019-12-13 15,16817.24666666667
2019-12-13 16,19220.109166666665
2019-12-13 17,20198.740833333333
2019-12-13 18,20274.053333333333
2019-12-13 19,19259.908333333336
2019-12-13 20,19174.414999999997
2019-12-13 21,17982.945
2019-12-13 22,17187.28
2019-12-13 23,16385.78
2019-12-14 00,16137.027500000002
2019-12-14 01,15667.634999999995
2019-12-14 02,16005.53416666667
2019-12-14 03,15597.6325
2019-12-14 04,15460.829166666665
2019-12-14 05,16103.693333333335
2019-12-14 06,17012.98833333333
2019-12-14 07,16920.927499999998
2019-12-14 08,17482.925
2019-12-14 09,18170.315
2019-12-14 10,19764.27
2019-12-14 11,20361.586666666666
2019-12-14 12,20661.75916666667
2019-12-14 13,20635.728333333333
2019-12-14 14,19278.539999999997
2019-12-14 15,16931.96416666667
2019-12-14 16,17242.454999999998
2019-12-14 17,18788.26583333333
2019-12-14 18,19013.78
2019-12-14 19,18878.009166666667
2019-12-14 20,16894.108333333334
2019-12-14 21,16870.99
2019-12-14 22,16392.044166666663
2019-12-14 23,13430.625000000002
2019-12-15 00,15093.334166666667
2019-12-15 01,15426.114166666668
2019-12-15 02,15798.152499999997
2019-12-15 03,15951.72333333333
2019-12-15 04,15756.050833333335
2019-12-15 05,16628.3625
2019-12-15 06,18044.734166666665
2019-12-15 07,17890.482500000002
2019-12-15 08,18400.7325
2019-12-15 09,21008.7025
2019-12-15 10,21617.005833333333
2019-12-15 11,21942.12
2019-12-15 12,22284.395833333332
2019-12-15 13,21154.80916666667
2019-12-15 14,21175.4925
2019-12-15 15,18638.382499999996
2019-12-15 16,19150.323333333334
2019-12-15 17,21130.63
2019-12-15 18,20625.514166666668
2019-12-15 19,20705.609166666665
2019-12-15 20,20269.583333333332
2019-12-15 21,19483.908333333333
2019-12-15 22,17719.624166666665
2019-12-15 23,16506.459166666664
2019-12-16 00,15188.888333333334
2019-12-16 01,15806.1975
2019-12-16 02,15173.308333333334
2019-12-16 03,15292.376666666669
2019-12-16 04,15924.294999999998
2019-12-16 05,17923.899999999998
2019-12-16 06,20761.045833333337
2019-12-16 07,20241.364999999998
2019-12-16 08,19549.460000000003
2019-12-16 09,17618.911666666667
2019-12-16 10,17357.948333333334
2019-12-16 11,19117.3875
2019-12-16 12,19552.03833333333
2019-12-16 13,19532.3
2019-12-16 14,17764.894166666665
2019-12-16 15,17615.522500000003
2019-12-16 16,19358.033333333336
2019-12-16 17,19879.1275
2019-12-16 18,20627.514166666664
2019-12-16 19,20568.665833333333
2019-12-16 20,20022.724166666667
2019-12-16 21,19101.506666666668
2019-12-16 22,16996.62666666667
2019-12-16 23,16223.755
2019-12-17 00,15325.582499999999
2019-12-17 01,15004.899166666668
2019-12-17 02,14332.131666666668
2019-12-17 03,14300.634166666669
2019-12-17 04,15678.65916666667
2019-12-17 05,18675.0025
2019-12-17 06,20597.333333333332
2019-12-17 07,20157.139166666664
2019-12-17 08,19307.296666666665
2019-12-17 09,18461.319166666668
2019-12-17 10,17355.094166666666
2019-12-17 11,18152.561666666665
2019-12-17 12,17360.898333333334
2019-12-17 13,17704.845
2019-12-17 14,18049.8175
2019-12-17 15,19366.205
2019-12-17 16,20513.465833333335
2019-12-17 17,21346.922499999997
2019-12-17 18,21327.475
